Time,Fx_True,Fy_True,Fz_True,Fx_Predict,Fy_Predict,Fz_Predict,Fx_Error,Fy_Error,Fz_Error
9.073216700000103,-0.00358422938734293,0.0,0.013435060651633505,-0.16837358,-0.90768003,5.8769464,-0.16478935,-0.90768003,5.8635116
9.738135800000236,0.0,0.004416961222887039,0.013435060651633505,-0.29735374,-0.8519387,5.6356325,-0.29735374,-0.85635567,5.6221976
9.98915100000022,0.0,0.010306242853403091,0.013435060651633505,-0.30915213,-0.7504616,5.6669044,-0.30915213,-0.7607678,5.6534696
10.225650300000325,0.0,0.005889281630516052,0.013435060651633505,-0.29281092,-0.7819629,5.706351,-0.29281092,-0.78785217,5.692916
10.466524899999968,0.0,0.0,0.013435060651633505,-0.34176922,-0.86744213,5.6641684,-0.34176922,-0.86744213,5.6507335
10.678982599999927,0.0,0.010048459400422871,0.013435060651633505,-0.34504843,-0.7242112,5.7142496,-0.34504843,-0.73425967,5.7008147
10.902569300000323,0.0,0.0,0.013435060651633505,-0.34583044,-0.8322673,5.6556845,-0.34583044,-0.8322673,5.6422496
11.130222900000263,0.0,0.0,0.013435060651633505,-0.29490232,-0.82965183,5.6706166,-0.29490232,-0.82965183,5.6571817
11.379838500000005,0.0,0.007361602038145065,0.013435060651633505,-0.20925951,-0.8452358,5.6625853,-0.20925951,-0.8525974,5.6491504
11.652681500000199,0.0,0.0050242297002114356,0.013435060651633505,-0.17819452,-0.9591751,5.897417,-0.17819452,-0.96419936,5.883982
11.91392360000009,0.0,0.0,0.013435060651633505,-0.27626896,-0.8004589,5.770478,-0.27626896,-0.8004589,5.757043
12.131636000000071,0.0,-0.0008650519303046167,0.013435060651633505,-0.22606277,-0.83413696,5.6799,-0.22606277,-0.8332719,5.6664653
12.36193400000002,0.0,0.0020795888849534094,0.013336994609354674,-0.23327303,-0.82168055,5.7279634,-0.23327303,-0.82376015,5.7146263
12.578916899999967,0.0,0.005889281630516052,0.013336994609354674,-0.30062866,-0.91502047,6.116352,-0.30062866,-0.92090976,6.103015
12.795784100000219,0.0,0.0,0.013336994609354674,-0.30150604,-0.85426617,6.060229,-0.30150604,-0.85426617,6.0468917
13.012193800000205,0.0,0.010306242853403091,0.013435060651633505,-0.31761837,-0.83033514,5.96992,-0.31761837,-0.8406414,5.9564853
14.010194400000273,0.0,0.0015640221536159515,0.013435060651633505,-0.2197175,-0.8276653,5.818924,-0.2197175,-0.82922935,5.805489
14.37114500000007,0.0,0.010306242853403091,0.013435060651633505,-0.3080845,-0.83494806,5.774972,-0.3080845,-0.8452543,5.761537
